order_id,order_date,customer_id,store_location,product_category,quantity,unit_price,discount,revenue,sales_channel,payment_method,customer_type
69,2024-10-11,3274,Los Angeles,Grocery,1.0,219.28,0.15,186.39,Online,PayPal,Returning
70,2024-08-17,3382,Miami,Clothing,1.0,182.76,0.1,164.48,In-Store,PayPal,Returning
71,2024-08-05,1494,Chicago,Home,5.0,13.41,0.1,60.34,Mobile App,Debit Card,Returning
72,2024-03-02,2132,Los Angeles,Clothing,5.0,214.53,0.2,858.12,Mobile App,Apple Pay,Returning
73,2024-02-21,1518,Chicago,Electronics,2.0,349.29,0.05,663.65,In-Store,Credit Card,New
74,2024-10-10,3351,Houston,Electronics,3.0,175.43,0.1,473.66,In-Store,PayPal,Returning
75,2024-08-13,2641,Houston,Electronics,3.0,168.37,0.0,505.11,In-Store,Credit Card,New
76,2024-03-18,4131,New York,Clothing,2.0,207.88,0.0,415.76,In-Store,Apple Pay,New
77,2024-09-24,3543,Phoenix,Beauty,4.0,134.42,0.15,457.03,Online,Apple Pay,New
78,2024-04-16,1641,Los Angeles,Clothing,2.0,133.37,0.05,253.4,Online,PayPal,Returning
79,2024-12-18,4520,Chicago,Grocery,5.0,359.01,0.2,1436.04,In-Store,Credit Card,New
80,2024-05-15,3652,Houston,Electronics,5.0,149.57,0.0,747.85,Online,Cash,New
81,2024-02-06,2798,Miami,Sports,1.0,140.72,0.05,133.68,Online,PayPal,Returning
82,2024-12-24,1163,houston,Beauty,4.0,256.31,0.2,820.19,In-Store,Cash,Returning
83,2024-01-14,4132,Phoenix,Sports,1.0,179.08,0.0,179.08,Mobile App,Cash,New
84,2024-03-30,2785,Chicago,Clothing,4.0,127.39,0.05,484.08,Mobile App,PayPal,New
85,2024-08-28,3841,New York,Clothing,3.0,270.16,0.05,769.96,In-Store,Cash,Returning
86,2024-10-08,2655,Chicago,Electronics,1.0,492.97,0.15,419.02,Mobile App,Credit Card,Returning
87,2024-07-30,1211,Houston,Grocery,1.0,49.62,0.1,44.66,Online,Cash,New
88,2024-05-27,1980,New York,Grocery,4.0,128.66,0.2,411.71,Mobile App,Debit Card,Returning
89,2024-10-09,3653,New York,Beauty,1.0,319.83,0.1,287.85,Online,PayPal,Returning
90,2024-09-17,1592,Houston,Clothing,3.0,410.05,0.0,1230.15,In-Store,Debit Card,New
91,2024-02-05,1010,Chicago,Sports,3.0,83.85,0.1,226.4,In-Store,Cash,Returning
92,2024-03-17,4820,Phoenix,Sports,4.0,101.39,0.2,324.45,In-Store,Debit Card,New
93,2024-10-19,3888,New York,Home,4.0,430.6,0.15,1464.04,In-Store,PayPal,New
94,2024-09-10,2803,Chicago,Electronics,1.0,342.01,0.1,307.81,Online,Apple Pay,Returning
95,2024-01-08,4969,Los Angeles,Electronics,2.0,358.46,0.1,645.23,In-Store,Cash,Returning
96,2024-11-28,3567,Phoenix,Beauty,1.0,180.85,0.15,153.72,Mobile App,PayPal,New
97,2024-11-12,2777,Chicago,Clothing,1.0,470.86,0.05,447.32,Online,Credit Card,Returning
98,2024-03-26,2764,New York,Home,3.0,420.48,0.1,1135.3,Online,Debit Card,Returning
99,2024-10-16,3038,Houston,Sports,2.0,177.12,0.0,354.24,Mobile App,Debit Card,New
100,2024-08-24,1647,Houston,Home,3.0,112.45,0.05,320.48,Online,PayPal,Returning
101,2024-10-27,1815,Chicago,Beauty,3.0,136.39,0.15,347.79,In-Store,PayPal,New
102,2024-05-01,4399,miami,Home,4.0,95.73,0.0,382.92,Mobile App,PayPal,Returning
103,2024-01-05,4411,New York,Sports,5.0,263.15,0.0,1315.75,In-Store,Debit Card,Returning
104,2024-04-22,1560,Miami,Grocery,2.0,128.51,0.15,218.47,Mobile App,Credit Card,New
105,2024-06-07,2338,Los Angeles,Electronics,4.0,283.56,0.1,1020.82,Mobile App,PayPal,New
106,2024-04-12,2116,Chicago,Sports,2.0,102.47,0.0,204.94,Online,Cash,Returning
107,2024-05-31,1924,New York,Clothing,3.0,181.11,0.1,489.0,Mobile App,PayPal,Returning
108,2024-02-16,3753,Houston,Home,4.0,429.6,0.0,,In-Store,Apple Pay,Returning
109,2024-11-22,3299,New York,Sports,3.0,324.6,0.1,876.42,In-Store,Apple Pay,New
110,2024-11-27,1477,Miami,Home,1.0,468.46,0.15,398.19,Online,Credit Card,New
111,2024-06-04,2519,Phoenix,Clothing,4.0,450.29,0.15,1530.99,Mobile App,Apple Pay,Returning
112,2024-10-27,4897,Houston,Sports,2.0,294.54,0.0,589.08,In-Store,Credit Card,Returning
113,2024-04-21,2504,Chicago,Electronics,4.0,335.12,0.2,1072.38,Mobile App,Cash,New
114,2024-07-22,3628,Houston,Electronics,3.0,149.12,0.05,424.99,Mobile App,Apple Pay,New
115,2024-01-26,4134,phoenix,Clothing,3.0,247.95,0.1,669.46,Mobile App,Debit Card,New
116,2024-04-29,1592,Phoenix,Electronics,3.0,329.46,0.0,988.38,Online,Apple Pay,Returning
117,2024-03-30,1974,New York,Home,1.0,96.2,0.15,81.77,Mobile App,Cash,New
118,2024-03-30,2950,Phoenix,Electronics,3.0,126.25,0.2,303.0,In-Store,Cash,New
119,2024-08-19,2876,Miami,Grocery,5.0,97.62,0.1,439.29,Mobile App,Credit Card,New
120,2024-09-02,1330,miami,Beauty,4.0,332.23,0.0,1328.92,In-Store,Apple Pay,New
121,2024-02-03,3446,Phoenix,Grocery,2.0,275.84,0.1,496.51,Mobile App,Cash,Returning
122,2024-09-15,4149,New York,Grocery,5.0,190.18,0.2,760.72,Mobile App,Debit Card,Returning
123,2024-08-19,2280,Houston,Beauty,2.0,248.5,0.1,447.3,In-Store,Cash,Returning
124,2024-07-10,1395,new york,Electronics,2.0,222.85,0.2,356.56,Mobile App,Cash,New
125,2024-10-11,2448,Chicago,Grocery,1.0,256.29,0.15,217.85,Mobile App,PayPal,New
126,2024-05-27,2975,Phoenix,Clothing,5.0,337.77,0.0,1688.85,Online,Credit Card,Returning
127,2024-10-11,4991,Los Angeles,Beauty,3.0,105.67,0.2,253.61,Mobile App,Apple Pay,New
128,2024-11-07,1743,Chicago,Home,3.0,254.6,0.15,,Online,Apple Pay,Returning
129,2024-02-05,2540,New York,Grocery,2.0,21.91,0.0,43.82,In-Store,PayPal,Returning
130,2024-03-21,1215,phoenix,Sports,3.0,31.37,0.15,79.99,Online,Debit Card,New
131,2024-12-11,2118,Houston,Sports,1.0,470.82,0.2,376.66,Online,Apple Pay,New
132,2024-06-25,2263,Phoenix,Beauty,4.0,146.98,0.1,529.13,Online,Debit Card,Returning
133,2024-11-02,2185,Los Angeles,Clothing,1.0,376.38,0.2,,In-Store,Credit Card,New
134,2024-09-11,4413,Miami,Clothing,4.0,464.88,0.0,1859.52,Mobile App,Cash,New
135,2024-07-22,3348,New York,Home,1.0,280.85,0.1,252.76,In-Store,PayPal,Returning
136,2024-02-28,4767,Phoenix,Beauty,4.0,490.36,0.15,,In-Store,Credit Card,Returning
137,2024-02-24,4054,New York,Beauty,2.0,154.28,0.2,246.85,In-Store,Debit Card,Returning
138,2024-03-27,2431,Phoenix,Clothing,1.0,103.55,0.0,103.55,In-Store,Debit Card,New
139,2024-02-22,4896,los angeles,Grocery,2.0,165.29,0.05,314.05,Mobile App,PayPal,Returning
140,2024-10-15,3558,Phoenix,Grocery,5.0,282.83,0.05,1343.44,In-Store,Cash,New
141,2024-08-13,3078,chicago,Sports,1.0,465.71,0.05,442.42,Online,Cash,Returning
142,2024-08-19,4503,New York,Grocery,1.0,311.35,0.05,295.78,Online,Apple Pay,Returning
143,2024-08-24,3341,New York,Beauty,5.0,134.54,0.05,639.06,Mobile App,Debit Card,Returning
144,2024-11-05,4429,Houston,Electronics,4.0,439.91,0.0,1759.64,In-Store,Credit Card,New
145,2024-01-21,2490,Phoenix,Sports,2.0,425.85,0.0,851.7,In-Store,Cash,Returning
146,2024-07-28,2350,Miami,Grocery,3.0,354.22,0.2,850.13,Online,Apple Pay,Returning
147,2024-05-25,3386,Phoenix,Clothing,3.0,155.29,0.05,442.58,Mobile App,Debit Card,Returning
148,2024-06-07,3635,New York,Home,4.0,406.96,0.0,1627.84,In-Store,Debit Card,New
149,2024-11-26,2399,Chicago,Clothing,,309.64,0.15,1052.78,In-Store,Debit Card,New
150,2024-03-11,4420,New York,Sports,2.0,260.56,0.0,521.12,Mobile App,Apple Pay,New
151,2024-12-04,1740,Phoenix,Beauty,3.0,317.67,0.15,810.06,Mobile App,Apple Pay,New
152,2024-08-12,4081,Los Angeles,Beauty,1.0,328.48,0.15,279.21,Mobile App,PayPal,New
153,2024-09-30,4879,Houston,Clothing,2.0,444.44,0.15,755.55,Mobile App,PayPal,Returning
154,2024-05-24,1566,Los Angeles,Clothing,4.0,293.64,0.1,1057.1,In-Store,Credit Card,Returning
155,2024-07-09,4125,Phoenix,Electronics,5.0,238.14,0.2,952.56,Online,Cash,Returning
156,2024-09-19,4811,Los Angeles,Beauty,2.0,421.08,0.05,800.05,Online,PayPal,New
157,2024-07-21,2305,New York,Home,5.0,24.95,0.15,106.04,Online,Cash,New
158,2024-03-11,2921,Miami,Clothing,1.0,29.03,0.1,26.13,In-Store,Apple Pay,New
159,2024-02-10,2733,Phoenix,Grocery,1.0,72.26,0.0,72.26,Online,Cash,New
160,2024-06-03,4427,phoenix,Beauty,1.0,415.66,0.15,353.31,In-Store,Apple Pay,New
161,2024-11-19,2445,chicago,Beauty,5.0,115.75,0.2,463.0,Online,Apple Pay,Returning
162,2024-04-05,3079,Phoenix,Sports,1.0,234.06,0.2,187.25,Mobile App,Credit Card,Returning
163,2024-08-28,4229,chicago,Grocery,1.0,105.25,0.1,94.72,Online,Cash,New
164,2024-12-02,3236,chicago,Clothing,1.0,322.34,0.15,273.99,In-Store,Debit Card,Returning
165,2024-12-22,2874,New York,Grocery,4.0,75.05,0.05,285.19,Online,Cash,New
166,2024-01-23,4339,Chicago,Sports,2.0,262.99,0.1,473.38,Mobile App,PayPal,Returning
167,2024-01-19,1509,New York,Grocery,2.0,399.64,0.1,719.35,In-Store,PayPal,Returning
168,2024-08-13,4265,Miami,Beauty,4.0,225.1,0.05,855.38,Mobile App,Cash,New
169,2024-08-05,1420,Los Angeles,Sports,1.0,22.42,0.2,17.94,Online,Cash,Returning
170,2024-06-05,1173,Miami,Beauty,4.0,49.63,0.0,198.52,Mobile App,Cash,Returning
171,2024-05-20,3782,Chicago,Sports,1.0,347.36,0.0,347.36,Online,Credit Card,New
172,2024-11-07,4889,Miami,Home,4.0,94.91,0.0,379.64,Mobile App,Credit Card,New
173,2024-12-13,2503,New York,Sports,4.0,226.75,0.0,907.0,In-Store,Cash,Returning
174,2024-05-07,1482,Phoenix,Beauty,1.0,333.5,0.2,,In-Store,Cash,Returning
175,2024-04-19,4493,Houston,Clothing,5.0,322.75,0.2,1291.0,Online,PayPal,New
176,2024-12-31,1265,Chicago,Grocery,4.0,371.57,0.2,1189.02,Mobile App,Apple Pay,Returning
177,2024-06-02,3083,Miami,Clothing,2.0,309.74,0.1,557.53,Online,Credit Card,New
178,2024-03-12,4291,Phoenix,Sports,2.0,131.39,0.1,236.5,Mobile App,Debit Card,New
179,2024-02-03,2677,Houston,Sports,3.0,381.34,0.0,1144.02,Mobile App,Credit Card,New
180,2024-06-11,4195,Chicago,Clothing,1.0,177.52,0.15,150.89,Mobile App,Apple Pay,New
181,2024-03-07,1674,New York,Sports,4.0,32.54,0.0,130.16,Online,Cash,New
182,2024-06-26,3256,Chicago,Clothing,5.0,162.59,0.15,691.01,In-Store,Debit Card,Returning
183,2024-11-10,3698,Phoenix,Sports,5.0,95.91,0.05,455.57,Mobile App,Apple Pay,Returning
184,2024-10-15,2084,New York,Grocery,1.0,384.05,0.2,307.24,Mobile App,Debit Card,Returning
185,2024-11-12,2978,Chicago,Grocery,1.0,242.0,0.0,242.0,Online,PayPal,Returning
186,2024-08-20,2393,Houston,Beauty,1.0,237.69,0.2,190.15,Mobile App,Debit Card,Returning
187,2024-06-12,2307,Chicago,Sports,3.0,205.27,0.05,585.02,Online,PayPal,New
188,2024-05-16,2712,Chicago,Beauty,4.0,475.08,0.15,1615.27,Online,Debit Card,Returning
189,2024-10-22,2263,Phoenix,Beauty,3.0,32.2,0.05,91.77,In-Store,Credit Card,New
190,2024-07-20,2152,phoenix,Home,5.0,316.67,0.05,1504.18,In-Store,Apple Pay,Returning
191,2024-05-26,4128,Los Angeles,Home,5.0,255.51,0.2,,In-Store,Cash,New
192,2024-07-24,3065,phoenix,Home,1.0,345.14,0.05,327.88,In-Store,Apple Pay,Returning
193,2024-11-15,2388,Houston,Home,5.0,22.99,0.1,103.46,Mobile App,Cash,New
194,2024-04-11,2364,New York,Electronics,5.0,402.47,0.15,1710.5,In-Store,Apple Pay,Returning
195,2024-03-17,3525,Phoenix,Home,5.0,200.2,0.15,850.85,Mobile App,Cash,Returning
196,2024-09-16,2508,Chicago,Beauty,5.0,72.97,0.2,291.88,In-Store,Credit Card,Returning
197,2024-10-25,2943,miami,Grocery,3.0,277.35,0.2,665.64,In-Store,Apple Pay,New
198,2024-01-27,2557,Miami,Sports,5.0,316.71,0.0,1583.55,Online,Debit Card,New
199,2024-10-20,1835,Houston,Clothing,1.0,480.98,0.05,456.93,In-Store,Apple Pay,Returning
200,2024-02-01,2285,Miami,Beauty,2.0,111.28,0.2,178.05,Online,PayPal,Returning
201,2024-10-06,2082,Miami,Grocery,3.0,43.99,0.05,125.37,Mobile App,PayPal,New
202,2024-05-06,3827,Chicago,Home,3.0,29.09,0.05,82.91,Mobile App,PayPal,Returning
203,2024-09-02,3348,Miami,Home,3.0,344.67,0.0,1034.01,Mobile App,Apple Pay,Returning
204,2024-07-21,3925,Chicago,Electronics,3.0,331.3,0.2,795.12,Online,Cash,Returning
205,2024-12-01,3851,Phoenix,Home,3.0,423.99,0.05,1208.37,In-Store,Debit Card,New
206,2024-11-11,1215,Phoenix,Clothing,5.0,176.91,0.1,796.1,Online,PayPal,Returning
207,2024-08-29,4829,Phoenix,Clothing,1.0,148.11,0.15,125.89,In-Store,PayPal,New
208,2024-05-27,3191,New York,Grocery,3.0,349.52,0.05,996.13,Mobile App,Credit Card,New
209,2024-08-01,4067,Houston,Beauty,2.0,318.18,0.2,509.09,In-Store,Credit Card,New
210,2024-06-01,3626,Chicago,Home,5.0,29.2,0.0,146.0,Mobile App,Apple Pay,Returning
211,2024-03-09,2879,New York,Home,5.0,403.71,0.0,2018.55,Mobile App,Cash,New
212,2024-01-08,3616,Los Angeles,Clothing,3.0,278.51,0.2,668.42,In-Store,PayPal,Returning
213,2024-02-14,2016,Los Angeles,Beauty,4.0,377.8,0.1,1360.08,Online,Cash,Returning
214,2024-04-30,1046,Chicago,Sports,4.0,495.35,0.15,1684.19,In-Store,Cash,New
215,2024-02-01,4636,Miami,Sports,1.0,192.29,0.2,153.83,Mobile App,Cash,New
216,2024-11-23,4062,Los Angeles,Beauty,3.0,126.91,0.2,304.58,Mobile App,Cash,Returning
217,2024-12-25,3786,Miami,Clothing,5.0,372.56,0.1,1676.52,Mobile App,Credit Card,Returning
218,2024-09-27,1828,New York,Sports,3.0,60.53,0.0,181.59,Mobile App,Apple Pay,New
219,2024-03-25,3002,Miami,Clothing,3.0,271.82,0.15,693.14,Online,Apple Pay,Returning
220,2024-01-29,3755,Phoenix,Electronics,4.0,414.96,0.2,1327.87,In-Store,Credit Card,Returning
221,2024-05-10,1261,New York,Beauty,1.0,448.81,0.0,448.81,Mobile App,Credit Card,New
222,2024-08-29,3645,Los Angeles,Grocery,1.0,36.21,0.2,28.97,In-Store,Cash,Returning
223,2024-08-17,4523,Miami,Sports,4.0,453.64,0.15,1542.38,In-Store,Credit Card,New
224,2024-10-02,2222,Los Angeles,Electronics,4.0,183.9,0.15,625.26,In-Store,Apple Pay,Returning
225,2024-09-29,4839,Chicago,Clothing,4.0,475.53,0.15,1616.8,Mobile App,Credit Card,New
226,2024-12-04,1413,New York,Clothing,4.0,290.98,0.2,931.14,Mobile App,Credit Card,Returning
227,2024-11-02,4089,Houston,Clothing,1.0,54.94,0.15,46.7,Online,Debit Card,Returning
228,2024-04-29,4589,Miami,Home,5.0,171.05,0.1,769.72,Online,Apple Pay,New
229,2024-07-30,3564,Phoenix,Grocery,3.0,114.24,0.2,274.18,Mobile App,PayPal,Returning
230,2024-01-25,2672,Phoenix,Home,3.0,397.87,0.0,1193.61,Online,Cash,Returning
231,2024-04-04,2896,Chicago,Grocery,5.0,65.6,0.2,262.4,Online,Apple Pay,Returning
232,2024-08-01,1323,Chicago,Clothing,5.0,252.27,0.05,1198.28,In-Store,Cash,New
233,2024-10-01,1298,phoenix,Sports,2.0,226.35,0.2,362.16,Online,Apple Pay,New
234,2024-09-02,4940,New York,Clothing,2.0,181.95,0.05,345.7,Mobile App,Credit Card,Returning
235,2024-05-04,2159,Los Angeles,Sports,5.0,484.64,0.0,2423.2,In-Store,PayPal,Returning
236,2024-06-06,3959,Houston,Electronics,3.0,383.14,0.15,977.01,In-Store,Cash,New
237,2024-07-08,2068,Los Angeles,Grocery,3.0,434.77,0.2,1043.45,Mobile App,Apple Pay,Returning
238,2024-05-31,3681,Phoenix,Clothing,2.0,119.06,0.0,238.12,Mobile App,Cash,Returning
239,2024-09-07,3238,Chicago,Clothing,4.0,412.71,0.05,1568.3,In-Store,Debit Card,New
240,2024-09-25,2689,Miami,Electronics,1.0,81.84,0.2,65.47,Online,Debit Card,New
241,2024-12-28,3731,Chicago,Electronics,2.0,51.57,0.1,,Mobile App,PayPal,Returning
242,2024-01-09,3194,New York,Sports,1.0,294.84,0.2,235.87,In-Store,Credit Card,Returning
243,2024-04-01,2033,Los Angeles,Clothing,1.0,191.61,0.15,162.87,In-Store,Cash,Returning
244,2024-02-10,3801,Los Angeles,Grocery,3.0,125.98,0.0,377.94,Online,Credit Card,New
245,2024-07-26,1338,Miami,Electronics,4.0,300.03,0.15,1020.1,In-Store,PayPal,Returning
246,2024-10-16,3835,Los Angeles,Clothing,1.0,194.37,0.1,174.93,Mobile App,PayPal,Returning
247,2024-01-24,1734,Phoenix,Sports,1.0,390.8,0.1,351.72,In-Store,Credit Card,New
248,2024-10-27,3309,Houston,Electronics,2.0,131.87,0.1,237.37,Online,Apple Pay,Returning
249,2024-12-12,3051,Los Angeles,Grocery,5.0,64.49,0.1,290.2,Mobile App,Cash,New
250,2024-02-20,2624,Phoenix,Sports,4.0,134.3,0.05,510.34,In-Store,Credit Card,Returning
251,2024-08-18,3399,Houston,Beauty,4.0,239.64,0.05,910.63,Mobile App,PayPal,New
252,2024-11-12,3915,New York,Home,3.0,373.08,0.2,895.39,Mobile App,Debit Card,Returning
253,2024-06-11,2104,Chicago,Beauty,,413.17,0.0,1239.51,Online,Debit Card,New
254,2024-04-05,2449,houston,Electronics,4.0,343.71,0.15,1168.61,Mobile App,Credit Card,Returning
255,2024-07-16,4707,New York,Grocery,1.0,481.46,0.15,409.24,Online,Apple Pay,New
256,2024-12-16,1684,Chicago,Beauty,4.0,150.0,0.0,600.0,In-Store,Cash,Returning
257,2024-06-02,3432,Los Angeles,Grocery,4.0,119.56,0.05,454.33,Mobile App,Debit Card,Returning
258,2024-02-24,4531,Chicago,Sports,2.0,15.96,0.2,25.54,In-Store,PayPal,Returning
259,2024-08-08,1727,Miami,Clothing,5.0,31.15,0.2,124.6,In-Store,Cash,Returning
260,2024-12-21,4218,Chicago,Beauty,4.0,31.27,0.2,100.06,In-Store,Cash,New
261,2024-10-15,3978,miami,Sports,2.0,496.55,0.2,794.48,In-Store,Debit Card,Returning
262,2024-05-29,3594,Houston,Grocery,1.0,133.97,0.1,120.57,In-Store,Debit Card,Returning
263,2024-12-03,2962,New York,Beauty,2.0,484.96,0.05,921.42,Mobile App,PayPal,Returning
264,2024-10-05,1348,Phoenix,Sports,1.0,91.45,0.0,91.45,Online,Debit Card,Returning
265,2024-03-26,4082,Miami,Grocery,5.0,350.92,0.0,1754.6,In-Store,PayPal,New
266,2024-01-06,3356,Phoenix,Sports,1.0,317.5,0.1,285.75,Online,PayPal,Returning
267,2024-07-19,1100,Phoenix,Clothing,4.0,451.57,0.0,1806.28,In-Store,Credit Card,Returning
268,2024-07-31,2865,Los Angeles,Home,1.0,458.47,0.05,435.55,Online,Apple Pay,Returning
269,2024-06-27,1183,houston,Home,4.0,475.7,0.15,1617.38,Mobile App,Credit Card,New
270,2024-06-24,3260,Miami,Clothing,1.0,62.31,0.2,49.85,Online,Cash,Returning
271,2024-08-24,2620,Los Angeles,Grocery,2.0,145.92,0.15,248.06,Online,Apple Pay,New
272,2024-08-18,3882,Los Angeles,Clothing,,326.96,0.05,1553.06,Online,Apple Pay,New
273,2024-10-01,3004,New York,Home,2.0,122.4,0.15,208.08,Mobile App,Cash,Returning
